,crime,number,date,location,beat,neighborhood,npu,lat,long
2169,LARCENY-FROM VEHICLE,102850401,10/12/2010,1117 VIRGINIA AVE NE,601,Virginia Highland,F,33.78182,-84.35066
2170,LARCENY-FROM VEHICLE,102850421,10/12/2010,3390 FAIRBURN RD SW,414,Ben Hill,P,33.66253,-84.52334
2171,LARCENY-FROM VEHICLE,102850428,10/12/2010,795 POLLARD BLVD SW,304,Summerhill,V,33.73328,-84.391
2172,AGG ASSAULT,102850436,10/12/2010,3725 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65777,-84.50877
2173,LARCENY-FROM VEHICLE,102850444,10/12/2010,806 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41408
2174,LARCENY-FROM VEHICLE,102850459,10/12/2010,609 VIRGINIA AVE NE,601,Virginia Highland,F,33.78078,-84.36585
2175,LARCENY-FROM VEHICLE,102850462,10/12/2010,373 PARK AVE SE,605,Grant Park,W,33.74437,-84.37003
2176,LARCENY-NON VEHICLE,102850486,10/12/2010,950 W PEACHTREE ST NW,503,Midtown,E,33.7805,-84.38752
2177,LARCENY-FROM VEHICLE,102850492,10/12/2010,881 GLEN ARDEN WAY NE,601,Virginia Highland,F,33.78475,-84.35837
2178,LARCENY-NON VEHICLE,102850519,10/12/2010,2020 CAMPBELLTON RD SW,409,Adams Park,R,33.70653,-84.45745
2179,LARCENY-FROM VEHICLE,102850536,10/12/2010,1821 DELOWE DR SW,410,Campbellton Road,R,33.70531,-84.45739
2180,LARCENY-FROM VEHICLE,102850545,10/12/2010,671 HOBART AVE SE,607,Boulevard Heights,W,33.72403,-84.36607
2181,LARCENY-NON VEHICLE,102850637,10/12/2010,339 UNIVERSITY AVE SW,302,Pittsburgh,V,33.7223,-84.39912
2182,LARCENY-FROM VEHICLE,102850684,10/12/2010,857 COLLIER RD NW,205,Wildwood (NPU-C),C,33.81036,-84.41606
2183,ROBBERY-PEDESTRIAN,102850696,10/12/2010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
2184,BURGLARY-NONRES,102850707,10/12/2010,525 GLEN IRIS DR NE,603,Old Fourth Ward,M,33.76819,-84.36763
2185,AUTO THEFT,102850712,10/12/2010,3050 MARTIN L KING JR DR SW,111,,I,33.75443,-84.48963
2186,BURGLARY-RESIDENCE,102850720,10/12/2010,188 14TH ST NE,502,Midtown,E,33.78663,-84.38139
2187,BURGLARY-NONRES,102850729,10/12/2010,157 MOURY AVE SW,305,The Villages at Carver,Y,33.71283,-84.3885
2188,LARCENY-NON VEHICLE,102850739,10/12/2010,LARCHMONT DR NW / COLLIER DR NW,112,Collier Heights,I,33.7629,-84.48511
2189,LARCENY-FROM VEHICLE,102850765,10/12/2010,478 ASHBURTON AVE SE,611,East Lake,O,33.73945,-84.29311
2190,BURGLARY-RESIDENCE,102850779,10/12/2010,1156 GREENWICH ST SW,401,West End,T,33.74352,-84.42559
2191,LARCENY-NON VEHICLE,102850780,10/12/2010,2608 BUTNER RD SW,413,Butner/Tell,P,33.68381,-84.53245
2192,BURGLARY-RESIDENCE,102850793,10/12/2010,2978 1ST AVE SW,311,Hammond Park,X,33.67394,-84.40195
2193,AUTO THEFT,102850810,10/12/2010,380 MARTIN ST SE,605,Capitol Gateway,V,33.744,-84.38361
2194,BURGLARY-RESIDENCE,102850812,10/12/2010,3000 STONE HOGAN CONN SW,411,Greenbriar,R,33.67424,-84.49697
2195,BURGLARY-RESIDENCE,102850850,10/12/2010,2423 BRANTLEY ST NW,203,Riverside,D,33.81125,-84.46843
2196,LARCENY-FROM VEHICLE,102850851,10/12/2010,93 MARTIN AVE SE,305,South Atlanta,Y,33.71738,-84.3851
2197,LARCENY-FROM VEHICLE,102850870,10/12/2010,992 CUMBERLAND RD NE,213,Morningside/Lenox Park,F,33.7959,-84.35464
2198,AUTO THEFT,102850886,10/12/2010,1826 METROPOLITAN PKWY,306,Sylvan Hills,X,33.70466,-84.40753
2199,BURGLARY-RESIDENCE,102850889,10/12/2010,134 TURMAN AVE SE,305,Lakewood Heights,Y,33.7085,-84.38436
2200,AGG ASSAULT,102850902,10/12/2010,510 BOULEVARD NE,603,Old Fourth Ward,M,33.76818,-84.37199
2201,BURGLARY-RESIDENCE,102850921,10/12/2010,3518 FORREST PARK RD SE,313,South River Gardens,Z,33.65768,-84.35521
2202,LARCENY-FROM VEHICLE,102850931,10/12/2010,755 HANK AARON DR SW @TURNER FIELD/BROWN LOT,304,Summerhill,V,33.73624,-84.389
2203,BURGLARY-RESIDENCE,102850947,10/12/2010,1241 ORMEWOOD AVE SE,612,East Atlanta,W,33.73381,-84.34687
2204,ROBBERY-COMMERCIAL,102850975,10/12/2010,3030 HEADLAND DR SW,411,Greenbriar,R,33.68947,-84.48782
2205,AUTO THEFT,102850976,10/12/2010,445 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.68167,-84.37151
2206,LARCENY-NON VEHICLE,102850982,10/12/2010,87 W PACES FERRY RD NW,206,South Tuxedo Park,B,33.84103,-84.38291
2207,LARCENY-FROM VEHICLE,102851017,10/12/2010,75 MARTIN LUTHER KING JR DR,511,Downtown,M,33.75258,-84.38992
2208,LARCENY-NON VEHICLE,102851018,10/12/2010,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68199,-84.40785
2209,LARCENY-FROM VEHICLE,102851020,10/12/2010,46 WALL ST SE,511,Downtown,M,33.75312,-84.38876
2210,LARCENY-NON VEHICLE,102851024,10/12/2010,3377 PEACHTREE RD NE,210,Lenox,B,33.84779,-84.36633
2211,BURGLARY-RESIDENCE,102851054,10/12/2010,190 MARIETTA ST,603,Old Fourth Ward,M,33.77171,-84.37201
2212,BURGLARY-RESIDENCE,102851068,10/12/2010,3725 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65777,-84.50877
2213,LARCENY-FROM VEHICLE,102851070,10/12/2010,384 WOODWARD WAY,205,,C,33.81596,-84.4035
2214,LARCENY-NON VEHICLE,102851076,10/12/2010,165 COURTLAND ST NE,510,Downtown,M,33.75895,-84.3834
2215,LARCENY-FROM VEHICLE,102851079,10/12/2010,1755 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70632,-84.38043
2216,LARCENY-NON VEHICLE,102851080,10/12/2010,842 PEACHTREE ST NE ;CVS,505,Midtown,E,33.77756,-84.38482
2217,AUTO THEFT,102851089,10/12/2010,1061 W MARIETTA ST NW,106,Knight Park/Howell Station,K,33.78558,-84.42187
2218,LARCENY-FROM VEHICLE,102820098,10/12/2010,608 MCDANIEL STREET,303,Mechanicsville,V,33.73828,-84.40149
2219,LARCENY-NON VEHICLE,102830787,10/12/2010,400 PARK DR,502,,E,33.78643,-84.37145
2220,LARCENY-NON VEHICLE,102831017,10/12/2010,2656 DONALD LEE HOLLOWELL PKWY NW ,113,Center Hill,J,33.77632,-84.47375
2221,AGG ASSAULT,102792374,10/12/2010,659 PEACHTREE ST NE,505,Midtown,E,33.77258,-84.38449
2222,AGG ASSAULT,102831576,10/11/2010,845 SPRING STREET,505,Midtown,E,33.77763,-84.38867
2223,AUTO THEFT,102840057,10/11/2010,WESTWOOD AVE SW / CASCADE AVE SW,402,Westview,T,33.73805,-84.43532
2224,AGG ASSAULT,102840058,10/11/2010,628 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70477,-84.36495
2225,AUTO THEFT,102840067,10/11/2010,1025 HOWELL MILL RD NW,501,Home Park,E,33.78285,-84.41126
2226,AUTO THEFT,102840091,10/11/2010,1781 S GORDON ST SW,404,Westview,T,33.73928,-84.44645
2227,AUTO THEFT,102840106,10/11/2010,2000 MONROE PL NE,212,Piedmont Heights,F,33.8103,-84.37025
2228,LARCENY-NON VEHICLE,102701127,10/11/2010,296 NORTHSIDE DR SW,507,Downtown,M,33.76247,-84.40261
2229,AGG ASSAULT,102840124,10/11/2010,675 SKIPPER DR NW,112,Collier Heights,I,33.77368,-84.49015
2230,AUTO THEFT,102840148,10/11/2010,409 W ONTARIO AVE SW,404,Westview,T,33.74395,-84.43977
2231,ROBBERY-PEDESTRIAN,102840184,10/11/2010,1600 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79843,-84.36827
2232,LARCENY-FROM VEHICLE,102840248,10/11/2010,50 ALABAMA ST SW,511,Downtown,M,33.75194,-84.38964
2233,BURGLARY-NONRES,102840282,10/11/2010,3279 ROSWELL RD NE,208,Buckhead Forest,B,33.84482,-84.37999
2234,AUTO THEFT,102840287,10/11/2010,2125 JOSEPH E BOONE BLVD NW,108,Center Hill,J,33.76479,-84.4579
2235,LARCENY-NON VEHICLE,102840295,10/11/2010,1980 DELOWE DR SW,410,Campbellton Road,R,33.70106,-84.45698
2236,LARCENY-NON VEHICLE,102840323,10/11/2010,180 PONCE DE LEON,505,Midtown,E,33.77285,-84.38149
2237,AUTO THEFT,102840324,10/11/2010,1092 SHELBY PL SE,607,Woodland Hills,W,33.72371,-84.35181
2238,AUTO THEFT,102840359,10/11/2010,1497 AKRIDGE ST NW,105,Hunter Hills,K,33.75861,-84.43702
2239,AUTO THEFT,102840360,10/11/2010,433 HOOPER ST SE,611,East Lake,O,33.74063,-84.29173
2240,AUTO THEFT,102840371,10/11/2010,2015 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.764,-84.45291
2241,AUTO THEFT,102840392,10/11/2010,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082
2242,BURGLARY-RESIDENCE,102840406,10/11/2010,3450 HOGAN RD SW,414,Ben Hill Forest,P,33.67558,-84.50179
2243,AUTO THEFT,102840410,10/11/2010,2127 BRIAR GLEN LN SW,412,Briar Glen,P,33.6955,-84.50171
2244,AUTO THEFT,102840428,10/11/2010,2041 JOSEPH E BOONE BLVD NW,107,Grove Park,J,33.7639,-84.45411
2245,AUTO THEFT,102840442,10/11/2010,1544 PIEDMONT AVE NE,213,Piedmont Heights,F,33.79652,-84.36967
2246,AUTO THEFT,102840528,10/11/2010,93 RANDOLPH ST NE,604,Old Fourth Ward,M,33.75691,-84.36773
2247,AUTO THEFT,102840572,10/11/2010,2034 BEECHER RD SW,406,Cascade Avenue/Road,S,33.7336,-84.45469
2248,ROBBERY-PEDESTRIAN,102840577,10/11/2010,818 POLLARD BLVD SW,304,Summerhill,V,33.73249,-84.39017
2249,LARCENY-NON VEHICLE,102840584,10/11/2010,188 14TH ST NE,502,Midtown,E,33.78657,-84.3812
2250,BURGLARY-NONRES,102840602,10/11/2010,954 HIGHTOWER RD NW,113,Carey Park,G,33.78149,-84.47444
2251,RAPE,102840603,10/11/2010,940 HUTCHENS RD SE,313,South River Gardens,Z,33.66632,-84.35868
2252,BURGLARY-RESIDENCE,102840612,10/11/2010,3475 FAIRBURN PL NW,114,Fairburn Heights,H,33.77212,-84.50122
2253,LARCENY-FROM VEHICLE,102840613,10/11/2010,1040 HUFF RD NW,203,Blandtown,D,33.78949,-84.42125
2254,LARCENY-FROM VEHICLE,102840619,10/11/2010,954 CHARLES ALLEN DR NE,503,Midtown,E,33.7807,-84.373
2255,LARCENY-NON VEHICLE,102840632,10/11/2010,265 PEACHTREE CENTER AVE NE,509,Downtown,M,33.76161,-84.38592
2256,LARCENY-NON VEHICLE,102840680,10/11/2010,2468 WILSON DR SW,409,Adams Park,R,33.71581,-84.46772
2257,LARCENY-FROM VEHICLE,102840705,10/11/2010,3200 LENOX RD NE,210,Pine Hills,B,33.84221,-84.35822
2258,LARCENY-NON VEHICLE,102840714,10/11/2010,1719 BREWER BLVD,306,Sylvan Hills,X,33.70787,-84.41616
2259,AUTO THEFT,102840719,10/11/2010,377 WESTCHESTER BLVD NW,107,Grove Park,J,33.76555,-84.45301
2260,BURGLARY-RESIDENCE,102840722,10/11/2010,1991 DELOWE DR SW,410,Campbellton Road,R,33.70103,-84.45746
2261,BURGLARY-RESIDENCE,102840732,10/11/2010,364 BROOKS AVE SW,405,Florida Heights,I,33.74575,-84.45861
2262,AUTO THEFT,102840733,10/11/2010,1877 SUMTER ST,203,Bolton,D,33.81499,-84.44988
2263,BURGLARY-RESIDENCE,102840787,10/11/2010,1516 NORTHWEST DR NW,113,Brookview Heights,G,33.79623,-84.48686
2264,BURGLARY-RESIDENCE,102840849,10/11/2010,694 JEFFERSON ST NW,103,English Avenue,L,33.77598,-84.40955
2265,BURGLARY-RESIDENCE,102840855,10/11/2010,1065 FAIRBURN RD NW,114,Carroll Heights,H,33.77935,-84.50699
2266,LARCENY-NON VEHICLE,102840856,10/11/2010,56 E ANDREWS DR NW,206,South Tuxedo Park,B,33.84316,-84.38104
2267,BURGLARY-RESIDENCE,102840873,10/11/2010,1711 SOUTH GORDON STREET,404,Westview,T,33.74003,-84.44403
2268,ROBBERY-COMMERCIAL,102840883,10/11/2010,1459 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.71443,-84.35009
2269,LARCENY-FROM VEHICLE,102840888,10/11/2010,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082
2270,LARCENY-FROM VEHICLE,102840931,10/11/2010,1254 MURPHY AVE SW ,301,Capitol View,X,33.72078,-84.42298
2271,LARCENY-NON VEHICLE,102840996,10/11/2010,336 ADELLE ST SE,307,Lakewood Heights,Y,33.70108,-84.37797
2272,BURGLARY-RESIDENCE,102841005,10/11/2010,2376 FORREST PARK RD SE,308,Rebel Valley Forest,Z,33.68925,-84.35986
2273,AUTO THEFT,102841042,10/11/2010,2220 CAMPBELLTON RD SW,410,Campbellton Road,R,33.7044,-84.46144
2274,BURGLARY-RESIDENCE,102841051,10/11/2010,1113 SMITH ST SW,302,Pittsburgh,V,33.7247,-84.40092
2275,LARCENY-NON VEHICLE,102841059,10/11/2010,230 CLEVELAND AVE SW,311,Glenrose Heights,Z,33.68012,-84.39573
2276,LARCENY-NON VEHICLE,102841066,10/11/2010,165 COURTLAND ST NE,510,Downtown,M,33.75895,-84.3834
2277,AUTO THEFT,102841070,10/11/2010,845 OAK ST SW,401,West End,T,33.74074,-84.41578
2278,AUTO THEFT,102841078,10/11/2010,2141 BEECHER CIR SW,406,Beecher Hills,I,33.73422,-84.45863
2279,LARCENY-NON VEHICLE,102841098,10/11/2010,660 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.765,-84.36578
2280,BURGLARY-RESIDENCE,102841103,10/11/2010,50 POPE ST SW,304,Peoplestown,V,33.72561,-84.38965
2281,BURGLARY-NONRES,102841114,10/11/2010,1610 HOSEA L WILLIAMS DR NE,609,Edgewood,O,33.75383,-84.33531
2282,LARCENY-NON VEHICLE,102841120,10/11/2010,369 MCDANIEL ST SW,101,The Villages at Castleberry H,T,33.74505,-84.40523
2283,LARCENY-FROM VEHICLE,102841151,10/11/2010,1695 NORTHSIDE DR NW,207,Collier Hills,C,33.80307,-84.4078
2284,BURGLARY-RESIDENCE,102841154,10/11/2010,1142 PRINCESS AVE SW,403,Oakland City,S,33.72387,-84.42504
2285,LARCENY-NON VEHICLE,102841156,10/11/2010,2250 PERRY BLVD NW,110,Scotts Crossing,G,33.80537,-84.46244
2286,BURGLARY-RESIDENCE,102841170,10/11/2010,789 BRIARCLIFF RD NE,608,Druid Hills,N,33.77587,-84.3482
2287,LARCENY-FROM VEHICLE,102841174,10/11/2010,372 LEGACY DR SW,104,Harris Chiles,T,33.74385,-84.41909
2288,AGG ASSAULT,102841188,10/11/2010,868 RAWLINS ST SE,605,Grant Park,W,33.73082,-84.37496
2289,LARCENY-NON VEHICLE,102841248,10/11/2010,1265 LEE ST SW,403,Oakland City,S,33.72066,-84.42426
2290,LARCENY-FROM VEHICLE,102841249,10/11/2010,MARTIN L KING JR DR SW / PRYOR ST SW,512,Downtown,M,33.7514,-84.39098
2291,LARCENY-NON VEHICLE,102841256,10/11/2010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
2292,BURGLARY-RESIDENCE,102841257,10/11/2010,3046 DAWSON LN SW,414,Princeton Lakes,P,33.67322,-84.50969
2293,AGG ASSAULT,102841281,10/11/2010,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177
2294,ROBBERY-RESIDENCE,102841294,10/11/2010,901 BOLTON ROAD NW,109,Center Hill,J,33.77725,-84.46072
2295,LARCENY-NON VEHICLE,102841351,10/11/2010,375 18TH ST NW,501,Atlantic Station,E,33.79163,-84.40099
2296,BURGLARY-RESIDENCE,102841355,10/11/2010,93 CLIFTON ST SE,610,Kirkwood,O,33.75075,-84.33205
2297,BURGLARY-RESIDENCE,102841365,10/11/2010,1856 WELLS DR SW,409,Southwest,R,33.70488,-84.46865
2298,ROBBERY-PEDESTRIAN,102841369,10/11/2010,20 BROAD ST SW,511,Downtown,M,33.75312,-84.39208
2299,AUTO THEFT,102841397,10/11/2010,626 DEKALB AVE SE,604,Old Fourth Ward,M,33.75283,-84.36687
2300,AUTO THEFT,102841403,10/11/2010,590 CASCADE AVE SW,402,West End,T,33.73856,-84.43407
2301,LARCENY-NON VEHICLE,102841423,10/11/2010,439 HIGHLAND AVE,604,Old Fourth Ward,M,33.76101,-84.37345
2302,LARCENY-FROM VEHICLE,102841428,10/11/2010,1403 NORTHWEST DR NW,113,Monroe Heights,G,33.79417,-84.48327
2303,LARCENY-NON VEHICLE,102841434,10/11/2010,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149
2304,LARCENY-NON VEHICLE,102841451,10/11/2010,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
2305,BURGLARY-RESIDENCE,102841476,10/11/2010,517 MAIN ST NE,211,Lindbergh/Morosgo,B,33.8225,-84.37031
2306,BURGLARY-RESIDENCE,102841481,10/11/2010,2011 DETROIT AVE NW,107,Grove Park,J,33.76725,-84.45277
2307,LARCENY-NON VEHICLE,102841488,10/11/2010,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
2308,LARCENY-FROM VEHICLE,102841491,10/11/2010,154 CRUMLEY ST SE,304,Summerhill,V,33.73959,-84.3827
2309,LARCENY-FROM VEHICLE,102841494,10/11/2010,15 PEACHTREE ST SW,511,Downtown,M,33.75369,-84.39043
2310,BURGLARY-RESIDENCE,102841506,10/11/2010,765 MCDANIEL ST SW,302,Pittsburgh,V,33.73396,-84.40177
2311,LARCENY-FROM VEHICLE,102841507,10/11/2010,1900 EMERY ST NW,205,Wildwood (NPU-C),C,33.80744,-84.415
2312,LARCENY-NON VEHICLE,102841528,10/11/2010,PEACHTREE RD NE / PEACHTREE BATTLE AVE NW,205,,C,33.81966,-84.3885
2313,LARCENY-FROM VEHICLE,102841540,10/11/2010,PARK DR NE / PIEDMONT PARK NE,502,,E,33.78636,-84.37181
2314,BURGLARY-RESIDENCE,102841591,10/11/2010,1395 AVON AVE SW,403,Oakland City,S,33.72262,-84.43369
2315,LARCENY-NON VEHICLE,102841599,10/11/2010,3400 AROUND LENOX DR NE,210,Lenox,B,33.84578,-84.36489
2316,LARCENY-NON VEHICLE,102841640,10/11/2010,590 CASCADE AVE SW,402,West End,T,33.73856,-84.43407
2317,BURGLARY-RESIDENCE,102841702,10/11/2010,1156 7TH ST NW,113,Carey Park,G,33.78657,-84.47372
2318,LARCENY-FROM VEHICLE,102841711,10/11/2010,47 HOWELL ST SE;,604,Old Fourth Ward,M,33.75309,-84.36988
2319,LARCENY-NON VEHICLE,102841720,10/11/2010,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807
2320,AUTO THEFT,102841780,10/11/2010,300 DEERING RD NW,207,Loring Heights,E,33.79609,-84.39743
2321,BURGLARY-RESIDENCE,102841851,10/11/2010,2461 BAYWOOD DR SE,310,Browns Mill Park,Z,33.68728,-84.38847
2322,LARCENY-NON VEHICLE,102841872,10/11/2010,1280 CAROLINE ST NE,609,Edgewood,O,33.75957,-84.34602
2323,ROBBERY-COMMERCIAL,102841924,10/11/2010,1302 RALPH D ABERNATHY BLVD SW,402,West End,T,33.73858,-84.43033
2324,AGG ASSAULT,102841946,10/11/2010,3200 STONE RD SW,411,Greenbriar,R,33.66945,-84.49415
2325,LARCENY-FROM VEHICLE,102841948,10/11/2010,WOODWARD AVE SE / WOOD ST SE,605,Grant Park,W,33.74553,-84.37254
2326,ROBBERY-PEDESTRIAN,102841952,10/11/2010,145 LAWTON ST SW,104,Ashview Heights,T,33.75077,-84.42335
2327,LARCENY-FROM VEHICLE,102841985,10/11/2010,171 AUBURN AVE NE;,510,Downtown,M,33.75546,-84.38185
2328,BURGLARY-RESIDENCE,102842015,10/11/2010,1020 REUNION PL SW,412,Midwest Cascade,Q,33.7253,-84.52805
2329,LARCENY-FROM VEHICLE,102842022,10/11/2010,816 HANK AARON DR SE,304,Summerhill,V,33.73241,-84.38745
2330,AUTO THEFT,102842042,10/11/2010,38 FAIRBURN RD SW,407,Adamsville,H,33.7572,-84.50487
2331,LARCENY-FROM VEHICLE,102842048,10/11/2010,171 AUBURN AVE NE;,510,Downtown,M,33.75546,-84.38185
2332,LARCENY-FROM VEHICLE,102842069,10/11/2010,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38482
2333,ROBBERY-PEDESTRIAN,102842087,10/11/2010,970 WASHINGTON STREET,304,Summerhill,V,33.73624,-84.389
2334,AUTO THEFT,102842089,10/11/2010,2699 PEACHTREE RD NE,206,Peachtree Heights East,B,33.82807,-84.38696
2335,LARCENY-FROM VEHICLE,102842100,10/11/2010,2293 PEACHTREE RD,211,,E,33.81713,-84.38942
2336,BURGLARY-RESIDENCE,102842126,10/11/2010,1971 SANDCREEK DR SW;,412,Sandlewood Estates,P,33.70375,-84.54489
2337,BURGLARY-RESIDENCE,102842130,10/11/2010,203 HIPP ST SW,307,Joyland,Y,33.70987,-84.39564
2338,ROBBERY-PEDESTRIAN,102842136,10/11/2010,811 GREENWOOD AVE NE,601,Virginia Highland,F,33.7764,-84.36084
2339,LARCENY-FROM VEHICLE,102842141,10/11/2010,3155 PEACHTREE RD NE,206,Buckhead Village,B,33.84187,-84.37247
2340,LARCENY-FROM VEHICLE,102842172,10/11/2010,TRINITY AVE SW / WASHINGTON ST SW,512,Downtown,M,33.74782,-84.39021
2341,AUTO THEFT,102842188,10/11/2010,875 HANK AARON DR SW,304,Peoplestown,V,33.73065,-84.38805
2342,AUTO THEFT,102842193,10/11/2010,895 METROPOLITAN BLVD,301,Adair Park,V,33.73116,-84.40807
2343,LARCENY-NON VEHICLE,102842226,10/11/2010,647 COOPER ST SW,303,Mechanicsville,V,33.73745,-84.39715
2344,BURGLARY-RESIDENCE,102842234,10/11/2010,955 FOUNDERS DR SW,104,Harris Chiles,T,33.74455,-84.41985
2345,BURGLARY-RESIDENCE,102842235,10/11/2010,4489 RIO GRANDE RD SW,413,Arlington Estates,P,33.69214,-84.53457
2346,LARCENY-NON VEHICLE,102842252,10/11/2010,868 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.7082,-84.3584
2347,LARCENY-NON VEHICLE,102848052,10/11/2010,CONCOURSE A @8700 SPINE RD ; DELTA DIRECT,50,,,33.64085,-84.43915
2348,LARCENY-NON VEHICLE,102772026,10/11/2010,1401 DONALD LEE HOLLOWELL PKWY NW,106,,J,33.77141,-84.43377
2349,HOMICIDE,102830439077,10/10/2010,2905 SPRINGDALE RD SW,311,Hammond Park,X,33.67597,-84.41601
2350,LARCENY-FROM VEHICLE,103441403,10/10/2010,1801 HOWELL MILL ROAD,204,Berkeley Park,D,33.80388,-84.41278
2351,LARCENY-NON VEHICLE,102831585,10/10/2010,675 METROPOLITAN PKWY SW,301,Adair Park,V,33.73657,-84.40824
2352,AUTO THEFT,102831633,10/10/2010,1117 SMITH ST SW,302,Pittsburgh,V,33.72435,-84.401
2353,LARCENY-FROM VEHICLE,102831676,10/10/2010,351 MORELAND AVE NE,608,Candler Park,N,33.76393,-84.34873
2354,BURGLARY-RESIDENCE,102831797,10/10/2010,330 WELLINGTON ST SW,404,Westview,T,33.74622,-84.43852
2355,AUTO THEFT,102831823,10/10/2010,AZALIA ST SW / MATHEWS ST SW,401,West End,T,33.73463,-84.41909
2356,LARCENY-FROM VEHICLE,102831832,10/10/2010,2 ATLANTA AVE,304,Peoplestown,V,33.73048,-84.38769
2357,BURGLARY-RESIDENCE,102831927,10/10/2010,960 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69307,-84.35805
2358,LARCENY-FROM VEHICLE,102831968,10/10/2010,3041 LANDRUM DR SW,409,Southwest,R,33.70649,-84.48782
2359,LARCENY-FROM VEHICLE,102831976,10/10/2010,100 LUCKIE ST NW,508,Downtown,M,33.7573,-84.38992
2360,LARCENY-NON VEHICLE,102838005,10/10/2010,11700 SPINE RD ;D34 RAMP LEVEL,50,,,33.64065,-84.42932
2361,LARCENY-NON VEHICLE,102838043,10/10/2010,GATE D11 @11700 SPINE RD ; ROSETTA STONE,50,,,33.63973,-84.42893
2362,ROBBERY-PEDESTRIAN,102831030,10/10/2010,211 CLEVELAND AVE SW ,312,Rosedale Heights,Z,33.68057,-84.38255
2363,LARCENY-FROM VEHICLE,102831040,10/10/2010,I-285 NB EXPY SW / ARTHUR LANGFORD EB PKWY SW,411,Greenbriar,R,33.69012,-84.49993
2364,LARCENY-FROM VEHICLE,102831048,10/10/2010,888 RALPH DAVID ABERNATHY BLVD.,401,West End,T,33.738,-84.41691
2365,LARCENY-FROM VEHICLE,102831054,10/10/2010,I-20 EB EXPY SE / BOULEVARD SE,605,Grant Park,W,33.7433,-84.36813
2366,BURGLARY-RESIDENCE,102831067,10/10/2010,303 THORNTON ST SW,307,Joyland,Y,33.71198,-84.39885
2367,LARCENY-NON VEHICLE,102831105,10/10/2010,1468 WOODLAND CIR SE,607,Custer/McDonough/Guice,W,33.71415,-84.35207
2368,BURGLARY-RESIDENCE,102831110,10/10/2010,281 WILLIS MILL RD SW,405,Florida Heights,I,33.74779,-84.46702
2369,BURGLARY-RESIDENCE,102831114,10/10/2010,2680 MANGO CIRCLE ,113,Monroe Heights,G,33.79611,-84.48281
2370,LARCENY-NON VEHICLE,102831126,10/10/2010,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68677,-84.49773
2371,LARCENY-NON VEHICLE,102831135,10/10/2010,2598 BUTNER RD SW,413,Butner/Tell,P,33.68417,-84.5321
2372,LARCENY-FROM VEHICLE,102831162,10/10/2010,3365 PIEDMONT RD NE,208,North Buckhead,B,33.84709,-84.37295
2373,AUTO THEFT,102831163,10/10/2010,3011 CAMPBELLTON RD SW,409,Southwest,R,33.69638,-84.48726
2374,LARCENY-NON VEHICLE,102831214,10/10/2010,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
2375,ROBBERY-PEDESTRIAN,102831226,10/10/2010,545 LEE ST SW,401,West End,T,33.74003,-84.41438
2376,ROBBERY-RESIDENCE,102831233,10/10/2010,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75381,-84.47425
2377,LARCENY-NON VEHICLE,102831250,10/10/2010,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328
2378,AGG ASSAULT,102831292,10/10/2010,1530 STOKES AVE SW,404,Westview,T,33.74081,-84.43769
2379,LARCENY-NON VEHICLE,102831306,10/10/2010,464 MORELAND AVE NE,602,Inman Park,N,33.76686,-84.34915
2380,BURGLARY-RESIDENCE,102831365,10/10/2010,2100 CHICAGO AVE.,107,Grove Park,J,33.76525,-84.45297
2381,LARCENY-FROM VEHICLE,102831386,10/10/2010,I-285 SB RAMP SW / ARTHUR LANGFORD EB RAMP SW,413,,P,33.68884,-84.50171
2382,LARCENY-NON VEHICLE,102831388,10/10/2010,1545 NORTHSIDE DR NW,207,Loring Heights,E,33.79757,-84.40773
